category,common_layers,common_len,common_topk,compared_entries,comparison_kind,entry_match_count,entry_match_rate,entry_mismatch_count,entry_mismatch_rate,expected_gen_route_len,expected_length_match,expected_overlap_len,expected_prefill_route_len,gen_overlap_offset,gen_prefix_ignored,gen_route_start,gen_shape,gen_tail_ignored,inferred_shape_match,input_token_count,layer_topk_shape_match,output_token_count,overlap_end,overlap_start,prefill_overlap_offset,prefill_prefix_ignored,prefill_route_start,prefill_shape,prefill_tail_ignored,raw_common_layers,raw_shape_match,sample_id,selected_layers,shape_status,source_model,status,target_input_tokens,token_count,token_layer_count,token_layer_match_count,token_layer_match_rate,token_layer_set_count,token_layer_set_match_count,token_layer_set_match_rate,token_match_count,token_match_rate,topk_jaccard_mean,topk_jaccard_sum,topk_overlap_mean,topk_overlap_sum,verifier_model
logs,5,127,8,5080,same_model,4501,0.886023622047244,579,0.1139763779527559,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,31c3478fb78674e3cd4e,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,379,0.5968503937007874,635,552,0.8692913385826772,10,0.07874015748031496,0.9703937007874016,616.2,0.9832677165354331,624.375,Qwen/Qwen3.6-35B-A3B-FP8
short_qa,5,127,8,5080,same_model,4555,0.8966535433070866,525,0.10334645669291338,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,31fee49419bc1edfcbd2,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,387,0.6094488188976378,635,548,0.862992125984252,9,0.07086614173228346,0.9695538057742783,615.6666666666666,0.9828740157480315,624.125,Qwen/Qwen3.6-35B-A3B-FP8
logs,5,127,8,5080,same_model,4548,0.8952755905511811,532,0.1047244094488189,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,3290320c83683f6d462b,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,390,0.6141732283464567,635,575,0.905511811023622,18,0.14173228346456693,0.9787226596675417,621.4888888888889,0.987992125984252,627.375,Qwen/Qwen3.6-35B-A3B-FP8
code,5,127,8,5080,same_model,4474,0.8807086614173228,606,0.11929133858267717,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,32e043e23176d4c3411d,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,371,0.584251968503937,635,559,0.8803149606299212,9,0.07086614173228346,0.9731233595800526,617.9333333333333,0.9848425196850393,625.375,Qwen/Qwen3.6-35B-A3B-FP8
json_structured,5,127,8,5080,same_model,4490,0.8838582677165354,590,0.11614173228346457,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,32f5ee73857974fea523,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,366,0.5763779527559055,635,556,0.8755905511811024,10,0.07874015748031496,0.9720734908136485,617.2666666666667,0.984251968503937,625.0,Qwen/Qwen3.6-35B-A3B-FP8
summarization,5,127,8,5080,same_model,4482,0.8822834645669292,598,0.11771653543307087,163,True,127,128,36,36,0,"[163, 40, 8]",0,True,36,True,128,163,36,0,0,36,"[128, 40, 8]",1,40,False,3340908de9f496cba0e2,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,361,0.568503937007874,635,549,0.8645669291338582,2,0.015748031496062992,0.9693438320209973,615.5333333333333,0.9826771653543307,624.0,Qwen/Qwen3.6-35B-A3B-FP8
summarization,5,127,8,5080,same_model,4470,0.8799212598425197,610,0.12007874015748031,163,True,127,128,36,36,0,"[163, 40, 8]",0,True,36,True,128,163,36,0,0,36,"[128, 40, 8]",1,40,False,342272d1ab1e6d044aac,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,370,0.5826771653543307,635,550,0.8661417322834646,8,0.06299212598425197,0.9691338582677167,615.4,0.9824803149606299,623.875,Qwen/Qwen3.6-35B-A3B-FP8
chat,5,127,8,5080,same_model,4530,0.8917322834645669,550,0.10826771653543307,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,348585452bc0a6e12b3a,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,392,0.6173228346456693,635,560,0.8818897637795275,10,0.07874015748031496,0.9731933508311461,617.9777777777778,0.9848425196850393,625.375,Qwen/Qwen3.6-35B-A3B-FP8
summarization,5,127,8,5080,same_model,4574,0.9003937007874016,506,0.09960629921259842,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,349a8e46aff51f574f44,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,407,0.6409448818897637,635,568,0.8944881889763779,16,0.12598425196850394,0.9762729658792652,619.9333333333333,0.9866141732283464,626.5,Qwen/Qwen3.6-35B-A3B-FP8
logs,5,100,8,4000,same_model,3576,0.894,424,0.106,132,True,100,101,32,32,0,"[132, 40, 8]",0,True,32,True,101,132,32,0,0,32,"[101, 40, 8]",1,40,False,34c0e905650e348632f9,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,100,500,301,0.602,500,432,0.864,12,0.12,0.9690666666666667,484.53333333333336,0.9825,491.25,Qwen/Qwen3.6-35B-A3B-FP8
short_qa,5,127,8,5080,same_model,4471,0.8801181102362204,609,0.11988188976377953,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,34dfad8ce9c74861ca07,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,369,0.5811023622047244,635,555,0.8740157480314961,10,0.07874015748031496,0.9711636045494315,616.6888888888889,0.9836614173228346,624.625,Qwen/Qwen3.6-35B-A3B-FP8
json_structured,5,127,8,5080,same_model,4544,0.8944881889763779,536,0.10551181102362205,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,35047c6ea526d7ce48ba,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,391,0.6157480314960629,635,565,0.889763779527559,8,0.06299212598425197,0.9752230971128608,619.2666666666667,0.9860236220472441,626.125,Qwen/Qwen3.6-35B-A3B-FP8
short_qa,5,127,8,5080,same_model,4579,0.9013779527559055,501,0.09862204724409449,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,3532be8afd12073281c9,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,402,0.6330708661417322,635,567,0.8929133858267716,11,0.08661417322834646,0.9756430446194225,619.5333333333333,0.9862204724409449,626.25,Qwen/Qwen3.6-35B-A3B-FP8
mixed_language,5,88,8,3520,same_model,3086,0.8767045454545455,434,0.12329545454545454,120,True,88,89,32,32,0,"[120, 40, 8]",0,True,32,True,89,120,32,0,0,32,"[89, 40, 8]",1,40,False,35800655e45bb8995456,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,88,440,251,0.5704545454545454,440,368,0.8363636363636363,5,0.056818181818181816,0.9612121212121212,422.93333333333334,0.977840909090909,430.25,Qwen/Qwen3.6-35B-A3B-FP8
chat,5,127,8,5080,same_model,4471,0.8801181102362204,609,0.11988188976377953,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,35b365ba73f78ef0c33d,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,360,0.5669291338582677,635,555,0.8740157480314961,9,0.07086614173228346,0.9720034995625548,617.2222222222222,0.984251968503937,625.0,Qwen/Qwen3.6-35B-A3B-FP8
mixed_language,5,88,8,3520,same_model,3091,0.878125,429,0.121875,120,True,88,89,32,32,0,"[120, 40, 8]",0,True,32,True,89,120,32,0,0,32,"[89, 40, 8]",1,40,False,35e01e8dc621b92d0cdb,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,88,440,251,0.5704545454545454,440,367,0.8340909090909091,4,0.045454545454545456,0.9619191919191918,423.24444444444447,0.9784090909090909,430.5,Qwen/Qwen3.6-35B-A3B-FP8
needle,5,127,8,5080,same_model,4472,0.8803149606299212,608,0.11968503937007874,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,36ec9c4c79cdab731b82,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,370,0.5826771653543307,635,562,0.8850393700787401,7,0.05511811023622047,0.9741732283464569,618.6,0.9854330708661417,625.75,Qwen/Qwen3.6-35B-A3B-FP8
low_margin,5,127,8,5080,same_model,4438,0.8736220472440945,642,0.12637795275590552,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,40,False,370a59b5425e02e1f2b0,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,348,0.5480314960629922,635,550,0.8661417322834646,7,0.05511811023622047,0.9702537182852143,616.1111111111111,0.9832677165354331,624.375,Qwen/Qwen3.6-35B-A3B-FP8
low_margin,5,127,8,5080,same_model,4473,0.8805118110236221,607,0.11948818897637795,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,371b5b44d66aefdf558d,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,366,0.5763779527559055,635,552,0.8692913385826772,6,0.047244094488188976,0.9706736657917759,616.3777777777777,0.9834645669291339,624.5,Qwen/Qwen3.6-35B-A3B-FP8
needle,5,127,8,5080,same_model,4397,0.8655511811023622,683,0.1344488188976378,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,374b1d4945def4d4efd4,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,344,0.5417322834645669,635,554,0.8724409448818897,7,0.05511811023622047,0.9710936132983377,616.6444444444444,0.9836614173228346,624.625,Qwen/Qwen3.6-35B-A3B-FP8
json_structured,5,127,8,5080,same_model,4438,0.8736220472440945,642,0.12637795275590552,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,379da29819a8088367dc,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,349,0.5496062992125984,635,559,0.8803149606299212,7,0.05511811023622047,0.9731233595800526,617.9333333333333,0.9848425196850393,625.375,Qwen/Qwen3.6-35B-A3B-FP8
json_structured,5,127,8,5080,same_model,4440,0.8740157480314961,640,0.12598425196850394,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,37b9a01762e4f0996c56,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,367,0.5779527559055118,635,548,0.862992125984252,11,0.08661417322834646,0.9692738407699039,615.4888888888889,0.9826771653543307,624.0,Qwen/Qwen3.6-35B-A3B-FP8
summarization,5,127,8,5080,same_model,4526,0.8909448818897637,554,0.10905511811023622,162,True,127,128,35,35,0,"[162, 40, 8]",0,True,35,True,128,162,35,0,0,35,"[128, 40, 8]",1,40,False,37d79710448be0c7fd7d,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,387,0.6094488188976378,635,561,0.8834645669291339,5,0.03937007874015748,0.9735433070866143,618.2,0.9850393700787402,625.5,Qwen/Qwen3.6-35B-A3B-FP8
code,5,127,8,5080,same_model,4439,0.8738188976377953,641,0.12618110236220473,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,37e7fb39d385be54c1bd,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,356,0.5606299212598426,635,550,0.8661417322834646,9,0.07086614173228346,0.9696937882764654,615.7555555555556,0.9828740157480315,624.125,Qwen/Qwen3.6-35B-A3B-FP8
low_margin,5,127,8,5080,same_model,4431,0.872244094488189,649,0.127755905511811,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,38366acf306e4da2179b,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,361,0.568503937007874,635,545,0.8582677165354331,9,0.07086614173228346,0.968503937007874,615.0,0.9822834645669292,623.75,Qwen/Qwen3.6-35B-A3B-FP8
summarization,5,127,8,5080,same_model,4438,0.8736220472440945,642,0.12637795275590552,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,3962771a74f7b1e3a14d,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,365,0.5748031496062992,635,550,0.8661417322834646,11,0.08661417322834646,0.9696937882764655,615.7555555555556,0.9828740157480315,624.125,Qwen/Qwen3.6-35B-A3B-FP8
low_margin,5,127,8,5080,same_model,4460,0.8779527559055118,620,0.1220472440944882,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,39aa24beea20a0a0f346,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,361,0.568503937007874,635,539,0.8488188976377953,13,0.10236220472440945,0.9661242344706913,613.4888888888889,0.9809055118110236,622.875,Qwen/Qwen3.6-35B-A3B-FP8
low_margin,5,127,8,5080,same_model,4499,0.8856299212598425,581,0.11437007874015748,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,40,False,39f750f3bae2e6b4885f,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,373,0.5874015748031496,635,564,0.8881889763779528,6,0.047244094488188976,0.9751531058617672,619.2222222222222,0.9860236220472441,626.125,Qwen/Qwen3.6-35B-A3B-FP8
json_structured,5,127,8,5080,same_model,4517,0.8891732283464567,563,0.11082677165354331,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,3a9dd230544180ec1b1a,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,391,0.6157480314960629,635,563,0.8866141732283465,16,0.12598425196850394,0.9748031496062992,619.0,0.9858267716535433,626.0,Qwen/Qwen3.6-35B-A3B-FP8
logs,5,118,8,4720,same_model,4216,0.8932203389830509,504,0.10677966101694915,150,True,118,119,32,32,0,"[150, 40, 8]",0,True,32,True,119,150,32,0,0,32,"[119, 40, 8]",1,40,False,3aac56d964f2f6e4b917,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,118,590,364,0.6169491525423729,590,511,0.8661016949152542,15,0.1271186440677966,0.9702448210922789,572.4444444444445,0.9832627118644067,580.125,Qwen/Qwen3.6-35B-A3B-FP8
short_qa,5,127,8,5080,same_model,4549,0.8954724409448819,531,0.10452755905511811,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,40,False,3ac07a800f6ef8842790,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,393,0.6188976377952756,635,574,0.9039370078740158,12,0.09448818897637795,0.9786526684164479,621.4444444444445,0.987992125984252,627.375,Qwen/Qwen3.6-35B-A3B-FP8
low_margin,5,127,8,5080,same_model,4560,0.8976377952755905,520,0.10236220472440945,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,3ace71c6584958f77666,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,406,0.6393700787401575,635,562,0.8850393700787401,15,0.11811023622047244,0.9744531933508312,618.7777777777778,0.9856299212598425,625.875,Qwen/Qwen3.6-35B-A3B-FP8
low_margin,5,127,8,5080,same_model,4490,0.8838582677165354,590,0.11614173228346457,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,3b04696ac7024bf2773d,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,372,0.5858267716535434,635,549,0.8645669291338582,8,0.06299212598425197,0.969623797025372,615.7111111111111,0.9828740157480315,624.125,Qwen/Qwen3.6-35B-A3B-FP8
needle,5,127,8,5080,same_model,4454,0.8767716535433071,626,0.12322834645669291,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,3b55423e065febf6233a,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,352,0.5543307086614173,635,546,0.8598425196850393,5,0.03937007874015748,0.9680139982502187,614.6888888888889,0.9818897637795275,623.5,Qwen/Qwen3.6-35B-A3B-FP8
low_margin,5,127,8,5080,same_model,4522,0.8901574803149607,558,0.10984251968503937,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,40,False,3c28139abdde31977464,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,385,0.6062992125984252,635,553,0.8708661417322835,10,0.07874015748031496,0.9707436570428696,616.4222222222222,0.9834645669291339,624.5,Qwen/Qwen3.6-35B-A3B-FP8
needle,5,127,8,5080,same_model,4481,0.8820866141732283,599,0.11791338582677165,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,3c5721ebe26a4c364c84,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,369,0.5811023622047244,635,552,0.8692913385826772,11,0.08661417322834646,0.9703937007874016,616.2,0.9832677165354331,624.375,Qwen/Qwen3.6-35B-A3B-FP8
logs,5,127,8,5080,same_model,4453,0.8765748031496063,627,0.1234251968503937,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,3cdd9d9e1f76b4f73eda,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,357,0.5622047244094488,635,542,0.8535433070866142,7,0.05511811023622047,0.9674540682414698,614.3333333333334,0.9816929133858268,623.375,Qwen/Qwen3.6-35B-A3B-FP8
logs,5,127,8,5080,same_model,4510,0.8877952755905512,570,0.11220472440944881,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,3d28b665983e69f60a25,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,389,0.6125984251968504,635,561,0.8834645669291339,11,0.08661417322834646,0.9738232720909887,618.3777777777777,0.985236220472441,625.625,Qwen/Qwen3.6-35B-A3B-FP8
chat,5,127,8,5080,same_model,4479,0.8816929133858268,601,0.11830708661417323,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,40,False,3d3cd44da6c8d94f2172,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,364,0.573228346456693,635,561,0.8834645669291339,8,0.06299212598425197,0.9738232720909885,618.3777777777777,0.985236220472441,625.625,Qwen/Qwen3.6-35B-A3B-FP8
needle,5,127,8,5080,same_model,4497,0.885236220472441,583,0.11476377952755905,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,3d856ad1b992bd493d08,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,381,0.6,635,567,0.8929133858267716,12,0.09448818897637795,0.9756430446194228,619.5333333333333,0.9862204724409449,626.25,Qwen/Qwen3.6-35B-A3B-FP8
logs,5,122,8,4880,same_model,4434,0.9086065573770492,446,0.09139344262295082,154,True,122,123,32,32,0,"[154, 40, 8]",0,True,32,True,123,154,32,0,0,32,"[123, 40, 8]",1,40,False,3e5b299df901d38b178b,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,122,610,399,0.6540983606557377,610,538,0.8819672131147541,15,0.12295081967213115,0.9734790528233153,593.8222222222222,0.9850409836065573,600.875,Qwen/Qwen3.6-35B-A3B-FP8
summarization,5,127,8,5080,same_model,4391,0.8643700787401575,689,0.13562992125984252,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,3e5c46c6df321119cd26,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,342,0.5385826771653544,635,529,0.8330708661417323,8,0.06299212598425197,0.9623447069116362,611.0888888888888,0.978740157480315,621.5,Qwen/Qwen3.6-35B-A3B-FP8
chat,5,127,8,5080,same_model,4469,0.8797244094488189,611,0.1202755905511811,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,3f26a5c394be652f3767,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,372,0.5858267716535434,635,555,0.8740157480314961,10,0.07874015748031496,0.9717235345581803,617.0444444444445,0.9840551181102363,624.875,Qwen/Qwen3.6-35B-A3B-FP8
json_structured,5,127,8,5080,same_model,4563,0.8982283464566929,517,0.10177165354330708,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,3f3789f9c3fe422f9423,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,395,0.6220472440944882,635,557,0.8771653543307086,15,0.11811023622047244,0.972703412073491,617.6666666666666,0.9846456692913386,625.25,Qwen/Qwen3.6-35B-A3B-FP8
code,5,127,8,5080,same_model,4506,0.887007874015748,574,0.11299212598425197,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,3f3a25708cd822489f2a,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,383,0.6031496062992125,635,552,0.8692913385826772,12,0.09448818897637795,0.9704446035154696,616.2323232323232,0.9832677165354331,624.375,Qwen/Qwen3.6-35B-A3B-FP8
math_numeric,5,127,8,5080,same_model,4385,0.8631889763779528,695,0.13681102362204725,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,3ffb7f1f375f84864cfc,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,347,0.5464566929133858,635,544,0.8566929133858268,10,0.07874015748031496,0.9673140857392827,614.2444444444444,0.981496062992126,623.25,Qwen/Qwen3.6-35B-A3B-FP8
chat,5,127,8,5080,same_model,4451,0.8761811023622047,629,0.12381889763779527,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,4009fcbf1638d3d23597,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,364,0.573228346456693,635,541,0.8519685039370078,10,0.07874015748031496,0.9665950847053209,613.7878787878788,0.9811023622047244,623.0,Qwen/Qwen3.6-35B-A3B-FP8
low_margin,5,127,8,5080,same_model,4413,0.8687007874015747,667,0.1312992125984252,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,40b5ff7b4587f05b034f,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,352,0.5543307086614173,635,536,0.8440944881889764,6,0.047244094488188976,0.9647944006999126,612.6444444444444,0.9801181102362204,622.375,Qwen/Qwen3.6-35B-A3B-FP8
mixed_language,5,127,8,5080,same_model,4539,0.893503937007874,541,0.10649606299212598,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,40ce23085418538e64c3,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,376,0.5921259842519685,635,559,0.8803149606299212,7,0.05511811023622047,0.9734033245844271,618.1111111111111,0.9850393700787402,625.5,Qwen/Qwen3.6-35B-A3B-FP8
math_numeric,5,127,8,5080,same_model,3369,0.6631889763779527,1711,0.33681102362204723,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,411ab2abee9987df2571,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,148,0.23307086614173228,635,375,0.5905511811023622,0,0.0,0.9021140539250774,572.8424242424243,0.9438976377952756,599.375,Qwen/Qwen3.6-35B-A3B-FP8
mixed_language,5,127,8,5080,same_model,4379,0.8620078740157481,701,0.13799212598425198,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,415a0728ac9ea83b1309,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,349,0.5496062992125984,635,552,0.8692913385826772,7,0.05511811023622047,0.9701137357830273,616.0222222222222,0.9830708661417323,624.25,Qwen/Qwen3.6-35B-A3B-FP8
logs,5,127,8,5080,same_model,4502,0.8862204724409449,578,0.11377952755905511,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,4165d787d379ea7a5ffa,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,387,0.6094488188976378,635,559,0.8803149606299212,11,0.08661417322834646,0.9731233595800526,617.9333333333333,0.9848425196850393,625.375,Qwen/Qwen3.6-35B-A3B-FP8
